"chr"	"start"	"end"	"strand"	"name"
"480"	"chr8"	1763387	1764388	"+"	"KBTBD11-OT1"
"481"	"chr11"	1763453	1764454	"-"	"RP11-295K3.1"
"482"	"chr11"	1764072	1765073	"-"	"CTSD"
"483"	"chr16"	1771229	1772230	"-"	"NME3"
"484"	"chr16"	1772654	1773655	"-"	"MRPS34"
"485"	"chr16"	1772706	1773707	"+"	"EME2"
"486"	"chr1"	1779956	1780957	"-"	"NADK"
"487"	"chr16"	1782400	1783401	"+"	"NUBP2"
"488"	"chr4"	1792806	1793807	"+"	"FGFR3"
"489"	"chr16"	1793199	1794200	"-"	"SPSB3"
"490"	"chr16"	1794470	1795471	"-"	"IGFALS"
"491"	"chr5"	1800865	1801866	"-"	"MRPL36"
"492"	"chr5"	1800899	1801900	"+"	"NDUFS6"
"493"	"chr19"	1811775	1812776	"-"	"ATP8B3"
"494"	"chr12"	1819766	1820767	"+"	"LRTM2"
"495"	"chr8"	1823475	1824476	"+"	"ARHGEF10"
"496"	"chr16"	1826440	1827441	"+"	"FAHD1"
"497"	"chr16"	1826693	1827694	"-"	"HAGH"
"498"	"chr11"	1827806	1828807	"+"	"SYT8"
"499"	"chr17"	1829201	1830202	"+"	"RPA1"
"500"	"chr17"	1830133	1831134	"-"	"SMYD4"
"501"	"chr11"	1838488	1839489	"+"	"TNNI2"
"502"	"chr19"	1847962	1848963	"-"	"REXO1"
"503"	"chr11"	1852469	1853470	"+"	"LSP1"
"504"	"chr4"	1855746	1856747	"-"	"LETM1"
"505"	"chr19"	1863067	1864068	"-"	"KLF16"
"506"	"chr4"	1870923	1871924	"+"	"NSD2"
"507"	"chr16"	1883793	1884794	"-"	"MEIOB"
"508"	"chr19"	1885046	1886047	"-"	"ABHD17A"
"509"	"chr5"	1886735	1887736	"-"	"IRX4"
"510"	"chr1"	1890616	1891617	"-"	"GNB1"
"511"	"chr11"	1891394	1892395	"-"	"PRR33"
"512"	"chr20"	1893666	1894667	"+"	"SIRPA"
"513"	"chr19"	1904713	1905714	"+"	"SCAMP4"
"514"	"chr19"	1904877	1905878	"+"	"ADAT3"
"515"	"chr1"	1914326	1915327	"+"	"CALML6"
"516"	"chr16"	1917939	1918940	"-"	"HS3ST6"
"517"	"chr12"	1918335	1919336	"-"	"CACNA2D4"
"518"	"chr1"	1918772	1919773	"-"	"TMEM52"
"519"	"chr11"	1919061	1920062	"+"	"TNNT3"
"520"	"chr19"	1940648	1941649	"+"	"CSNK1G2"
"521"	"chr16"	1942825	1943826	"-"	"MSRB1"
"522"	"chr11"	1946777	1947778	"+"	"MRPL23"
"523"	"chr16"	1957105	1958106	"-"	"RPL3L"
"524"	"chr16"	1959007	1960008	"+"	"NDUFB10"
"525"	"chr16"	1964359	1965360	"-"	"RPS2"
"526"	"chr16"	1966322	1967323	"+"	"RNF151"
"527"	"chr12"	1970285	1971286	"+"	"CACNA1C"
"528"	"chr16"	1971536	1972537	"+"	"TBL3"
"529"	"chr8"	1973377	1974378	"+"	"KBTBD11"
"530"	"chr9"	1979789	1980790	"+"	"SMARCA2"
"531"	"chr16"	1983691	1984692	"-"	"NOXO1"
"532"	"chr16"	1983706	1984707	"+"	"GFER"
"533"	"chr16"	1989159	1990160	"+"	"SYNGR3"
"534"	"chr20"	1993784	1994785	"-"	"PDYN"
"535"	"chr1"	2003336	2004337	"-"	"CFAP74"
"536"	"chr12"	2004034	2005035	"-"	"DCP1B"
"537"	"chr16"	2009322	2010323	"-"	"ZNF598"
"538"	"chr16"	2009425	2010426	"+"	"NPW"
"539"	"chr1"	2018797	2019798	"+"	"GABRD"
"540"	"chr17"	2024844	2025845	"-"	"RTN4RL1"
"541"	"chr16"	2024855	2025856	"+"	"SLC9A3R2"
"542"	"chr17"	2029609	2030610	"+"	"DPH1"
"543"	"chr19"	2034380	2035381	"-"	"BTBD2"
"544"	"chr4"	2041402	2042403	"-"	"NELFA"
"545"	"chr17"	2041435	2042436	"+"	"OVCA2"
"546"	"chr4"	2041492	2042493	"+"	"C4orf48"
"547"	"chr8"	2044539	2045540	"+"	"MYOM2"
"548"	"chr16"	2046964	2047965	"+"	"TSC2"
"549"	"chr16"	2047365	2048366	"-"	"NTHL1"
"550"	"chr1"	2049969	2050970	"+"	"PRKCZ"
"551"	"chr19"	2050743	2051744	"-"	"MKNK2"
"552"	"chr17"	2053653	2054654	"+"	"HIC1"
"553"	"chr4"	2059011	2060012	"+"	"NAT8L"
"554"	"chr19"	2095928	2096929	"+"	"IZUMO4"
"555"	"chr19"	2096172	2097173	"-"	"MOB3A"
"556"	"chr3"	2098312	2099313	"+"	"CNTN4"
"557"	"chr20"	2101110	2102111	"+"	"STK35"
"558"	"chr16"	2135397	2136398	"-"	"PKD1"
"559"	"chr16"	2140302	2141303	"+"	"RAB26"
"560"	"chr11"	2140737	2141738	"-"	"IGF2"
"561"	"chr16"	2155197	2156198	"+"	"TRAF7"
"562"	"chr11"	2160708	2161709	"-"	"INS-IGF2"
"563"	"chr11"	2160840	2161841	"-"	"INS"
"564"	"chr19"	2163648	2164649	"+"	"DOT1L"
"565"	"chr19"	2163964	2164965	"-"	"AP3D1"
"566"	"chr11"	2171376	2172377	"-"	"TH"
"567"	"chr16"	2196024	2197025	"-"	"CASKIN1"
"568"	"chr16"	2203747	2204748	"+"	"MLST8"
"569"	"chr16"	2211449	2212450	"-"	"BRICD5"
"570"	"chr1"	2212219	2213220	"-"	"FAAP20"
"571"	"chr16"	2214306	2215307	"-"	"PGP"
"572"	"chr16"	2223065	2224066	"+"	"E4F1"
"573"	"chr1"	2228194	2229195	"+"	"SKI"
"574"	"chr7"	2232742	2233743	"-"	"MAD1L1"
"575"	"chr16"	2235315	2236316	"+"	"DNASE1L2"
"576"	"chr19"	2236003	2237004	"+"	"SF3A2"
"577"	"chr19"	2237203	2238204	"-"	"PLEKHJ1"
"578"	"chr4"	2241620	2242621	"-"	"POLN"
"579"	"chr4"	2241663	2242664	"-"	"HAUS3"
"580"	"chr7"	2241697	2242698	"-"	"MRM2"
"581"	"chr7"	2241721	2242722	"+"	"NUDT1"
"582"	"chr6"	2245191	2246192	"-"	"GMDS"
"583"	"chr19"	2248808	2249809	"+"	"AMH"
"584"	"chr16"	2251799	2252800	"-"	"ECI1"
"585"	"chr4"	2261793	2262794	"-"	"MXD4"
"586"	"chr16"	2267911	2268912	"-"	"RNPS1"
"587"	"chr19"	2269008	2270009	"+"	"OAZ1"
"588"	"chr19"	2269024	2270025	"+"	"LLfos-48D6.2"
"589"	"chr19"	2269258	2270259	"-"	"JSRP1"
"590"	"chr11"	2270451	2271452	"-"	"ASCL2"
"591"	"chr19"	2281675	2282676	"-"	"C19orf35"
"592"	"chr19"	2291523	2292524	"-"	"LINGO3"
"593"	"chr20"	2295500	2296501	"+"	"TGM3"
"594"	"chr11"	2301496	2302497	"+"	"TSPAN32"
"595"	"chr11"	2302548	2303549	"-"	"C11orf21"
"596"	"chr17"	2302882	2303883	"+"	"SRR"
"597"	"chr17"	2303270	2304271	"-"	"SMG6"
"598"	"chr19"	2328114	2329115	"+"	"SPPL2B"
"599"	"chr19"	2328119	2329120	"-"	"LSM7"
"600"	"chr2"	2330759	2331760	"-"	"MYT1L"
"601"	"chr17"	2336997	2337998	"+"	"SGSM2"
"602"	"chr17"	2337006	2338007	"-"	"TSR1"
"603"	"chr16"	2340245	2341246	"-"	"ABCA3"
"604"	"chr7"	2353585	2354586	"+"	"EIF3B"
"605"	"chr7"	2353817	2354818	"-"	"SNX8"
"606"	"chr11"	2375676	2376677	"+"	"CD81"
"607"	"chr20"	2380407	2381408	"+"	"TGM6"
"608"	"chr19"	2389270	2390271	"+"	"TMPRSS9"
"609"	"chr1"	2391206	2392207	"-"	"MORN1"
"610"	"chr1"	2391274	2392275	"+"	"RER1"
"611"	"chr11"	2399987	2400988	"+"	"TSSC4"
"612"	"chr17"	2400617	2401618	"-"	"MNT"
"613"	"chr7"	2403059	2404060	"+"	"CHST12"
"614"	"chr1"	2413296	2414297	"-"	"PEX10"
"615"	"chr4"	2418162	2419163	"-"	"ZFYVE28"
"616"	"chr4"	2418473	2419474	"+"	"CFAP99"
"617"	"chr11"	2422544	2423545	"-"	"TRPM5"
"618"	"chr1"	2425479	2426480	"+"	"PLCH2"
"619"	"chr19"	2427393	2428394	"-"	"TIMM13"
"620"	"chr16"	2428893	2429894	"+"	"CCNF"
"621"	"chr11"	2444183	2445184	"+"	"KCNQ1"
"622"	"chr19"	2456495	2457496	"-"	"LMNB2"
"623"	"chr16"	2459579	2460580	"+"	"C16orf59"
"624"	"chr4"	2461719	2462720	"+"	"RNF4"
"625"	"chr20"	2470352	2471353	"-"	"SNRPB"
"626"	"chr16"	2470998	2471999	"+"	"NTN3"
"627"	"chr16"	2474550	2475551	"+"	"TBC1D24"
"628"	"chr19"	2475621	2476622	"+"	"GADD45B"
"629"	"chr7"	2476393	2477394	"-"	"GRIFIN"
"630"	"chr16"	2495531	2496532	"+"	"RP11-20I23.1"
"631"	"chrX"	2500466	2501467	"-"	"ZBED1"
"632"	"chrY"	2500466	2501467	"-"	"ZBED1_PAR_Y"
"633"	"chrX"	2502304	2503305	"-"	"DHRSX"
"634"	"chrY"	2502304	2503305	"-"	"DHRSX_PAR_Y"
"635"	"chr20"	2508406	2509407	"-"	"RP4-734P14.4"
"636"	"chr17"	2511390	2512391	"-"	"METTL16"
"637"	"chr7"	2512028	2513029	"+"	"LFNG"
"638"	"chr16"	2513369	2514370	"+"	"ATP6V0C"
"639"	"chr16"	2513464	2514465	"+"	"RP11-20I23.3"
"640"	"chr16"	2519856	2520857	"+"	"AMDHD2"
"641"	"chr20"	2524201	2525202	"-"	"ZNF343"
"642"	"chr1"	2526127	2527128	"-"	"PANK4"
"643"	"chr1"	2529744	2530745	"-"	"HES5"
"644"	"chr16"	2530916	2531917	"-"	"CEMP1"
"645"	"chr20"	2536106	2537107	"+"	"TMC2"
"646"	"chr4"	2536130	2537131	"+"	"FAM193A"
"647"	"chr16"	2537463	2538464	"+"	"PDPK1"
"648"	"chr1"	2555138	2556139	"+"	"TNFRSF14"
"649"	"chr7"	2555226	2556227	"-"	"BRAT1"
"650"	"chr7"	2558471	2559472	"+"	"IQCE"
"651"	"chr18"	2571008	2572009	"-"	"METTL4"
"652"	"chr18"	2571010	2572011	"+"	"NDC80"
"653"	"chr1"	2585990	2586991	"+"	"FAM213B"
"654"	"chr17"	2592709	2593710	"+"	"PAFAH1B1"
"655"	"chr9"	2621333	2622334	"+"	"VLDLR"
"656"	"chr7"	2631450	2632451	"+"	"TTYH3"
"657"	"chr1"	2632489	2633490	"-"	"MMEL1"
"658"	"chr20"	2651644	2652645	"+"	"NOP56"
"659"	"chr18"	2655237	2656238	"+"	"SMCHD1"
"660"	"chr20"	2663718	2664719	"-"	"IDH3B"
"661"	"chr7"	2679021	2680022	"+"	"AMZ1"
"662"	"chr16"	2681974	2682975	"+"	"KCTD5"
"663"	"chrX"	2690678	2691679	"+"	"CD99"
"664"	"chrY"	2690678	2691679	"+"	"CD99_PAR_Y"
"665"	"chr20"	2692377	2693378	"+"	"EBF4"
"666"	"chr19"	2702208	2703209	"-"	"GNG7"
"667"	"chr17"	2712162	2713163	"-"	"CLUH"
"668"	"chr9"	2717001	2718002	"+"	"KCNV2"
"669"	"chr16"	2720050	2721051	"-"	"PRSS27"
"670"	"chr19"	2720917	2721918	"-"	"DIRAS1"
"671"	"chr19"	2739547	2740548	"-"	"AC006538.4"
"672"	"chr19"	2739651	2740652	"-"	"SLC39A3"
"673"	"chr6"	2750465	2751466	"-"	"MYLK4"
"674"	"chr5"	2751161	2752162	"-"	"IRX2"
"675"	"chrX"	2751549	2752550	"+"	"XG"
"676"	"chr5"	2751630	2752631	"+"	"C5orf38"
"677"	"chr16"	2751828	2752829	"+"	"SRRM2"
"678"	"chr17"	2755204	2756205	"+"	"RAP1GAP2"
"679"	"chr4"	2755875	2756876	"-"	"TNIP2"
"680"	"chr6"	2764913	2765914	"+"	"WRNIP1"
"681"	"chr16"	2776796	2777797	"-"	"ELOB"
"682"	"chr19"	2782870	2783871	"-"	"SGTA"
"683"	"chr19"	2784959	2785960	"+"	"THOP1"
"684"	"chrY"	2787198	2788199	"-"	"SRY"
"685"	"chr16"	2787447	2788448	"-"	"PRSS33"
"686"	"chr4"	2792522	2793523	"+"	"SH3BP2"
"687"	"chr12"	2794452	2795453	"+"	"FKBP4"
"688"	"chr16"	2797984	2798985	"+"	"PRSS41"
"689"	"chr20"	2800136	2801137	"-"	"CPXM1"
"690"	"chr1"	2801216	2802217	"-"	"TTC34"
"691"	"chr12"	2812121	2813122	"+"	"ITFG2"
"692"	"chr20"	2814467	2815468	"+"	"RP5-860F19.8"
"693"	"chr20"	2814486	2815487	"+"	"C20orf141"
"694"	"chr20"	2815801	2816802	"+"	"TMEM239"
"695"	"chr16"	2816679	2817680	"+"	"PRSS21"
"696"	"chr19"	2819373	2820374	"+"	"ZNF554"
"697"	"chrX"	2828287	2829288	"+"	"GYG2"
"698"	"chr16"	2829668	2830669	"+"	"ZG16B"
"699"	"chr12"	2835043	2836044	"-"	"NRIP2"
"700"	"chr20"	2840202	2841203	"+"	"VPS16"
"701"	"chr20"	2840689	2841690	"-"	"PCED1A"
"702"	"chr19"	2840934	2841935	"+"	"ZNF555"
"703"	"chrY"	2840985	2841986	"+"	"RPS4Y1"
"704"	"chr6"	2841505	2842506	"-"	"SERPINB1"
"705"	"chr4"	2843356	2844357	"+"	"ADD1"
"706"	"chr9"	2843740	2844741	"-"	"PUM3"
"707"	"chr7"	2843823	2844824	"-"	"GNA12"
"708"	"chr18"	2846529	2847530	"+"	"EMILIN2"
"709"	"chr12"	2856582	2857583	"-"	"RP4-816N1.8"
"710"	"chr16"	2857669	2858670	"-"	"PRSS22"
"711"	"chr20"	2863683	2864684	"+"	"PTPRA"
"712"	"chr19"	2866834	2867835	"+"	"ZNF556"
"713"	"chr12"	2875757	2876758	"+"	"RHNO1"
"714"	"chr12"	2876654	2877655	"-"	"FOXM1"
"715"	"chr12"	2876722	2877723	"+"	"TULP3"
"716"	"chr16"	2882685	2883686	"+"	"FLYWCH2"
"717"	"chr11"	2885380	2886381	"-"	"CDKN1C"
"718"	"chr11"	2899220	2900221	"+"	"SLC22A18"
"719"	"chr19"	2900397	2901398	"+"	"ZNF57"
"720"	"chr6"	2902779	2903780	"-"	"SERPINB9"
"721"	"chr11"	2903239	2904240	"-"	"SLC22A18AS"
"722"	"chr16"	2911436	2912437	"+"	"FLYWCH1"
"723"	"chrX"	2928850	2929851	"-"	"ARSD"
"724"	"chr11"	2928954	2929955	"-"	"PHLDA2"
"725"	"chr4"	2934358	2935359	"-"	"MFSD10"
"726"	"chrY"	2934780	2935781	"+"	"ZFY"
"727"	"chr19"	2944470	2945471	"-"	"ZNF77"
"728"	"chr12"	2958829	2959830	"+"	"TEAD4"
"729"	"chr4"	2962884	2963885	"-"	"NOP14"
"730"	"chr4"	2963107	2964108	"+"	"GRK4"
"731"	"chr16"	2963443	2964444	"+"	"KREMEN2"
"732"	"chrX"	2967809	2968810	"-"	"ARSE"
"733"	"chr16"	2968744	2969745	"+"	"PAQR4"
"734"	"chr6"	2971664	2972665	"-"	"SERPINB6"
"735"	"chr19"	2976945	2977946	"+"	"TLE6"
"736"	"chr16"	2980038	2981039	"-"	"PKMYT1"
"737"	"chr6"	2987486	2988487	"+"	"NQO2"
"738"	"chr16"	2987755	2988756	"+"	"LA16c-380H5.3"
"739"	"chr11"	2991876	2992877	"-"	"NAP1L4"
"740"	"chrX"	3006112	3007113	"+"	"ARSH"
"741"	"chr16"	3011955	3012956	"+"	"CLDN9"
"742"	"chr18"	3012814	3013815	"-"	"LPIN2"
"743"	"chr16"	3017944	3018945	"+"	"TNFRSF12A"
"744"	"chr16"	3019570	3020571	"-"	"CLDN6"
"745"	"chr1"	3020982	3021983	"+"	"ACTRT2"
"746"	"chr16"	3023526	3024527	"+"	"THOC6"
"747"	"chr16"	3023785	3024786	"-"	"HCFC1R1"
"748"	"chr16"	3036425	3037426	"-"	"BICDL2"
"749"	"chrX"	3040970	3041971	"+"	"ARSF"
"750"	"chr20"	3043121	3044122	"+"	"GNRH2"
"751"	"chr7"	3043444	3044445	"-"	"CARD11"
"752"	"chr20"	3045444	3046445	"+"	"MRPS26"
"753"	"chr16"	3046180	3047181	"+"	"MMP25"
"754"	"chr19"	3047134	3048135	"-"	"TLE2"
"755"	"chr11"	3057112	3058113	"-"	"CARS"
"756"	"chr19"	3062606	3063607	"-"	"AES"
"757"	"chr17"	3063106	3064107	"-"	"OR1D5"
"758"	"chr6"	3063490	3064491	"+"	"RIPK1"
"759"	"chr16"	3064796	3065797	"+"	"IL32"
"760"	"chr10"	3065832	3066833	"+"	"PFKP"
"761"	"chr1"	3068667	3069668	"+"	"PRDM16"
"762"	"chr20"	3071119	3072120	"+"	"OXT"
"763"	"chr4"	3074180	3075181	"+"	"HTT"
"764"	"chr12"	3076854	3077855	"+"	"TSPAN9"
"765"	"chr20"	3084223	3085224	"-"	"AVP"
"766"	"chr17"	3092495	3093496	"-"	"OR1D2"
"767"	"chr19"	3093909	3094910	"+"	"GNA11"
"768"	"chr16"	3098816	3099817	"-"	"ZSCAN10"
"769"	"chr16"	3112059	3113060	"+"	"ZNF205"
"770"	"chr6"	3117873	3118874	"+"	"BPHL"
"771"	"chr3"	3126112	3127113	"-"	"IL5RA"
"772"	"chr3"	3126415	3127416	"+"	"TRNT1"
"773"	"chr17"	3127080	3128081	"-"	"OR1G1"
"774"	"chr16"	3129276	3130277	"+"	"ZNF213"
"775"	"chr19"	3135692	3136693	"+"	"GNA15"
"776"	"chr6"	3157025	3158026	"-"	"TUBB2A"
"777"	"chr20"	3159396	3160397	"-"	"FASTKD5"
"778"	"chr20"	3159695	3160696	"-"	"UBOX5"
"779"	"chr11"	3166238	3167239	"-"	"OSBPL5"
"780"	"chr19"	3171845	3172846	"+"	"S1PR4"
"781"	"chr10"	3172340	3173341	"-"	"PITRM1"
"782"	"chr20"	3173091	3174092	"-"	"LZTS3"
"783"	"chr3"	3179226	3180227	"-"	"CRBN"
"784"	"chr19"	3185062	3186063	"+"	"NCLN"
"785"	"chr17"	3197018	3198019	"+"	"OR1A2"
"786"	"chr16"	3203746	3204747	"+"	"OR1F1"
"787"	"chr20"	3204184	3205185	"-"	"DDRGK1"
"788"	"chr20"	3208367	3209368	"+"	"ITPA"
"789"	"chr17"	3215120	3216121	"+"	"OR1A1"
"790"	"chr11"	3218312	3219313	"-"	"MRGPRG"
"791"	"chr18"	3219607	3220608	"-"	"MYOM1"
"792"	"chr19"	3224202	3225203	"+"	"CELF5"
"793"	"chr6"	3230902	3231903	"+"	"PSMG4"
"794"	"chr6"	3231229	3232230	"-"	"TUBB2B"
"795"	"chr11"	3231885	3232886	"-"	"MRGPRE"
"796"	"chr16"	3235720	3236721	"-"	"ZNF200"
"797"	"chr20"	3238689	3239690	"-"	"SLC4A11"
"798"	"chr4"	3243868	3244869	"+"	"MSANTD1"
"799"	"chr18"	3246980	3247981	"+"	"MYL12A"
"800"	"chr16"	3256126	3257127	"-"	"MEFV"
"801"	"chr18"	3261408	3262409	"+"	"MYL12B"
"802"	"chr16"	3263299	3264300	"+"	"ZNF263"
"803"	"chr17"	3278473	3279474	"-"	"OR3A2"
"804"	"chr17"	3292099	3293100	"-"	"OR3A1"
"805"	"chr4"	3292527	3293528	"+"	"RGS12"
"806"	"chr7"	3300947	3301948	"+"	"SDK1"
"807"	"chr16"	3304905	3305906	"+"	"ZNF75A"
"808"	"chr16"	3305228	3306229	"-"	"TIGD7"
"809"	"chrX"	3346140	3347141	"-"	"MXRA5"
"810"	"chr16"	3355388	3356389	"+"	"OR2C1"
"811"	"chr19"	3359062	3360063	"+"	"NFIC"
"812"	"chr16"	3364598	3365599	"+"	"LA16c-306E5.2"
"813"	"chr16"	3372239	3373240	"-"	"MTRNR2L4"
"814"	"chr2"	3377381	3378382	"-"	"TSSC1"
"815"	"chr11"	3378721	3379722	"-"	"ZNF195"
"816"	"chr2"	3379174	3380175	"+"	"TRAPPC12"
"817"	"chr12"	3380848	3381849	"+"	"PRMT8"
"818"	"chr17"	3397909	3398910	"-"	"OR1E1"
"819"	"chr16"	3400564	3401565	"-"	"ZSCAN32"
"820"	"chr16"	3400734	3401735	"+"	"ZNF174"
"821"	"chr20"	3407124	3408125	"-"	"C20orf194"
"822"	"chr18"	3411107	3412108	"+"	"TGIF1"
"823"	"chr17"	3420067	3421068	"+"	"OR3A3"
"824"	"chr17"	3433340	3434341	"-"	"OR1E2"
"825"	"chr4"	3441386	3442387	"+"	"HGFAC"
"826"	"chr16"	3443041	3444042	"-"	"ZNF597"
"827"	"chr16"	3443110	3444111	"+"	"NAA60"
"828"	"chr1"	3453925	3454926	"+"	"ARHGEF16"
"829"	"chr6"	3456521	3457522	"-"	"SLC22A23"
"830"	"chr4"	3462810	3463811	"+"	"DOK7"
"831"	"chr20"	3470539	3471540	"+"	"ATRN"
"832"	"chr17"	3471873	3472874	"+"	"ASPA"
"833"	"chr19"	3480041	3481042	"-"	"SMIM24"
"834"	"chr16"	3494979	3495980	"-"	"C16orf90"
"835"	"chr16"	3500423	3501424	"+"	"CLUAP1"
"836"	"chr19"	3500439	3501440	"-"	"DOHH"
"837"	"chr19"	3505772	3506773	"+"	"FZR1"
"838"	"chr17"	3513351	3514352	"-"	"SPATA22"
"839"	"chr2"	3519235	3520236	"-"	"ADI1"
"840"	"chr9"	3525503	3526504	"-"	"RFX3"
"841"	"chr4"	3532058	3533059	"-"	"LRPAP1"
"842"	"chr19"	3538653	3539654	"+"	"C19orf71"
"843"	"chr2"	3547456	3548457	"-"	"RP13-512J5.1"
"844"	"chr17"	3557494	3558495	"-"	"TRPV3"
"845"	"chr2"	3558115	3559116	"-"	"RNASEH1"
"846"	"chr19"	3572276	3573277	"+"	"HMG20B"
"847"	"chr19"	3573789	3574790	"-"	"MFSD12"
"848"	"chr2"	3574704	3575705	"+"	"RPS7"
"849"	"chr16"	3576899	3577900	"-"	"NLRC3"
"850"	"chrY"	3578540	3579541	"+"	"TGIF2LY"
"851"	"chr19"	3585052	3586053	"+"	"GIPC3"
"852"	"chr2"	3594331	3595332	"+"	"COLEC11"
"853"	"chr5"	3595553	3596554	"+"	"IRX1"
"854"	"chr19"	3606339	3607340	"-"	"TBXA2R"
"855"	"chr17"	3608910	3609911	"-"	"TRPV1"
"856"	"chr1"	3610994	3611995	"-"	"MEGF6"
"857"	"chr16"	3611097	3612098	"-"	"SLX4"
"858"	"chr16"	3611227	3612228	"+"	"DNASE1"
"859"	"chr1"	3624501	3625502	"+"	"TPRG1L"
"860"	"chr19"	3626314	3627315	"-"	"CACTIN"
"861"	"chr17"	3635748	3636749	"-"	"RP11-235E17.2"
"862"	"chr17"	3635821	3636822	"-"	"SHPK"
"863"	"chr17"	3635967	3636968	"+"	"CTNS"
"864"	"chr11"	3641815	3642816	"-"	"ART5"
"865"	"chr11"	3644627	3645628	"+"	"ART1"
"866"	"chr1"	3652019	3653020	"+"	"TP73"
"867"	"chr1"	3652260	3653261	"-"	"WRAP73"
"868"	"chr2"	3657694	3658695	"+"	"ALLC"
"869"	"chr20"	3662898	3663899	"-"	"GFRA4"
"870"	"chr17"	3668181	3669182	"-"	"TAX1BP3"
"871"	"chr17"	3668314	3669315	"+"	"EMC6"
"872"	"chr11"	3670883	3671884	"-"	"CHRNA10"
"873"	"chr20"	3681745	3682746	"-"	"ADAM33"
"874"	"chr17"	3695693	3696694	"-"	"P2RX5-TAX1BP3"
"875"	"chr17"	3695903	3696904	"-"	"P2RX5"
"876"	"chr19"	3699978	3700979	"-"	"PIP5K1C"
"877"	"chr2"	3703091	3704092	"+"	"DCDC2C"
"878"	"chr20"	3706627	3707628	"-"	"SIGLEC1"
"879"	"chr19"	3707608	3708609	"+"	"TJP3"
"880"	"chrX"	3713107	3714108	"-"	"PRKX"
"881"	"chr16"	3717096	3718097	"-"	"TRAP1"
"882"	"chr17"	3723402	3724403	"+"	"GSG2"
"883"	"chr20"	3732166	3733167	"+"	"HSPA12B"
"884"	"chr1"	3745959	3746960	"+"	"CCDC27"
"885"	"chr6"	3751525	3752526	"-"	"PXDC1"
"886"	"chr19"	3761198	3762199	"-"	"APBA3"
"887"	"chr19"	3762163	3763164	"+"	"MRPL54"
"888"	"chr12"	3764318	3765319	"-"	"CRACR2A"
"889"	"chr4"	3765847	3766848	"+"	"ADRA2C"
"890"	"chr20"	3767886	3768887	"-"	"C20orf27"
"891"	"chr19"	3771720	3772721	"-"	"RAX2"
"892"	"chr1"	3772287	3773288	"+"	"SMIM1"
"893"	"chr20"	3780947	3781948	"-"	"SPEF1"
"894"	"chr10"	3784780	3785781	"-"	"KLF6"
"895"	"chr20"	3786189	3787190	"-"	"CENPB"
"896"	"chr20"	3786271	3787272	"+"	"CDC25B"
"897"	"chr1"	3796003	3797004	"-"	"LRRC47"
"898"	"chr11"	3797223	3798224	"+"	"PGAP2"
"899"	"chr11"	3797291	3798292	"-"	"NUP98"
"900"	"chr3"	3798936	3799937	"+"	"LRRN1"
"901"	"chr17"	3800742	3801743	"-"	"ITGAE"
"902"	"chr19"	3801628	3802629	"-"	"MATK"
"903"	"chr20"	3820023	3821024	"+"	"AP5S1"
"904"	"chr11"	3840482	3841483	"-"	"RHOG"
"905"	"chr17"	3845750	3846751	"-"	"NCBP3"
"906"	"chr20"	3846298	3847299	"+"	"MAVS"
"907"	"chr6"	3848885	3849886	"+"	"FAM50B"
"908"	"chr11"	3854026	3855027	"+"	"STIM1"
"909"	"chr1"	3856713	3857714	"-"	"CEP104"
"910"	"chr1"	3856766	3857767	"+"	"DFFB"
"911"	"chr19"	3868531	3869532	"-"	"ZFR2"
"912"	"chr12"	3872947	3873948	"-"	"PARP11"
"913"	"chr19"	3879363	3880364	"+"	"ATCAY"
"914"	"chr16"	3880225	3881226	"-"	"CREBBP"
"915"	"chr20"	3888338	3889339	"+"	"PANK2"
"916"	"chr17"	3894390	3895391	"-"	"CAMKK1"
"917"	"chr1"	3899792	3900793	"-"	"C1orf174"
"918"	"chr17"	3915999	3917000	"-"	"P2RX1"
"919"	"chr19"	3932602	3933603	"+"	"NMRK2"
"920"	"chr17"	3963963	3964964	"-"	"ATP2A3"
"921"	"chr19"	3970622	3971623	"-"	"DAPK3"
"922"	"chr19"	3984968	3985969	"-"	"EEF2"
"923"	"chr19"	4007145	4008146	"+"	"PIAS4"
"924"	"chr20"	4015081	4016082	"-"	"RNF24"
"925"	"chr6"	4020766	4021767	"+"	"PRPF4B"
"926"	"chr19"	4066444	4067445	"-"	"ZBTB7A"
"927"	"chr6"	4078708	4079709	"+"	"C6orf201"
"928"	"chr6"	4086843	4087844	"-"	"FAM217A"
"929"	"chr11"	4094206	4095207	"+"	"RRM1"
"930"	"chr16"	4115684	4116685	"-"	"ADCY9"
"931"	"chr20"	4120479	4121480	"+"	"SMOX"
"932"	"chr19"	4123628	4124629	"-"	"MAP2K2"
"933"	"chr6"	4135096	4136097	"-"	"ECI2"
"934"	"chr17"	4142519	4143520	"-"	"ZZEF1"
"935"	"chr17"	4142667	4143668	"+"	"CYB5D2"
"936"	"chr19"	4153100	4154101	"+"	"CREB3L3"
"937"	"chr19"	4182103	4183104	"-"	"SIRT6"
"938"	"chr19"	4182853	4183854	"+"	"ANKRD24"
"939"	"chr4"	4226388	4227389	"-"	"OTOP1"
"940"	"chr19"	4228997	4229998	"+"	"EBI3"
"941"	"chr11"	4232787	4233788	"+"	"SSU72P5"
"942"	"chr16"	4241579	4242580	"-"	"SRL"
"943"	"chr11"	4242139	4243140	"-"	"SSU72P2"
"944"	"chr19"	4246578	4247579	"+"	"CCDC94"
